"DateTime";"Players";"Average Players";"Flags"
"2023-01-23 00:00:00";82153;52019;
"2023-01-24 00:00:00";89273;52941;
"2023-01-25 00:00:00";85181;54343;
"2023-01-26 00:00:00";95523;56016;
"2023-01-27 00:00:00";99471;63146;
"2023-01-28 00:00:00";101860;70407;
"2023-01-29 00:00:00";110878;71058;
"2023-01-30 00:00:00";97657;58549;
"2023-01-31 00:00:00";88026;55530;
"2023-02-01 00:00:00";87801;56691;
"2023-02-02 00:00:00";88632;58572;
"2023-02-03 00:00:00";93496;61270;
"2023-02-04 00:00:00";93972;67056;
"2023-02-05 00:00:00";93585;64768;
"2023-02-06 00:00:00";84815;51089;
"2023-02-07 00:00:00";75033;48249;
"2023-02-08 00:00:00";74453;46723;
"2023-02-09 00:00:00";71651;47150;
"2023-02-10 00:00:00";79464;50735;
"2023-02-11 00:00:00";81731;57663;
"2023-02-12 00:00:00";82319;56231;
"2023-02-13 00:00:00";65156;42680;
"2023-02-14 00:00:00";61370;39728;
"2023-02-15 00:00:00";66874;41821;
"2023-02-16 00:00:00";61299;42811;
"2023-02-17 00:00:00";74281;47328;
"2023-02-18 00:00:00";74062;53568;
"2023-02-19 00:00:00";70805;51628;
"2023-02-20 00:00:00";64490;41906;
"2023-02-21 00:00:00";61869;38500;
"2023-02-22 00:00:00";64842;38786;
"2023-02-23 00:00:00";59120;40686;
"2023-02-24 00:00:00";66539;44150;
"2023-02-25 00:00:00";68173;49936;
"2023-02-26 00:00:00";66053;48776;
"2023-02-27 00:00:00";53262;36151;
"2023-02-28 00:00:00";52517;34959;
"2023-03-01 00:00:00";52062;34554;
"2023-03-02 00:00:00";53152;35101;
"2023-03-03 00:00:00";64077;40267;
"2023-03-04 00:00:00";64838;47806;
"2023-03-05 00:00:00";67921;46801;
"2023-03-06 00:00:00";55024;35801;
"2023-03-07 00:00:00";51207;34009;
"2023-03-08 00:00:00";54046;33244;
"2023-03-09 00:00:00";52318;34674;
"2023-03-10 00:00:00";60893;38965;
"2023-03-11 00:00:00";63345;45939;
"2023-03-12 00:00:00";63240;43850;
"2023-03-13 00:00:00";50400;32751;
"2023-03-14 00:00:00";46217;29970;
"2023-03-15 00:00:00";52357;32710;
"2023-03-16 00:00:00";48308;32837;
"2023-03-17 00:00:00";63219;38727;
"2023-03-18 00:00:00";67469;48923;
"2023-03-19 00:00:00";67759;48602;
"2023-03-20 00:00:00";56820;36640;
"2023-03-21 00:00:00";57509;36762;
"2023-03-22 00:00:00";55347;34671;
"2023-03-23 00:00:00";57753;38163;
"2023-03-24 00:00:00";76799;45053;
"2023-03-25 00:00:00";76125;55196;
"2023-03-26 00:00:00";75542;52814;
"2023-03-27 00:00:00";67398;40150;
"2023-03-28 00:00:00";60486;38142;
"2023-03-29 00:00:00";62289;38355;
"2023-03-30 00:00:00";56188;36594;
"2023-03-31 00:00:00";74696;45404;
"2023-04-01 00:00:00";79581;55553;
"2023-04-02 00:00:00";81920;57904;
"2023-04-03 00:00:00";71478;45961;
"2023-04-04 00:00:00";75847;45676;
"2023-04-05 00:00:00";70860;48286;
"2023-04-06 00:00:00";73948;49855;
"2023-04-07 00:00:00";91985;58632;
"2023-04-08 00:00:00";86383;61488;
"2023-04-09 00:00:00";79783;59762;
"2023-04-10 00:00:00";72660;50255;
"2023-04-11 00:00:00";69103;46026;
"2023-04-12 00:00:00";68513;44672;
"2023-04-13 00:00:00";68525;46042;
"2023-04-14 00:00:00";80278;51676;
"2023-04-15 00:00:00";79175;58216;
"2023-04-16 00:00:00";76871;55832;
"2023-04-17 00:00:00";62571;42507;
"2023-04-18 00:00:00";59638;39802;
"2023-04-19 00:00:00";61901;38731;
"2023-04-20 00:00:00";60782;41292;
"2023-04-21 00:00:00";68911;44954;
"2023-04-22 00:00:00";68486;50335;
"2023-04-23 00:00:00";67663;48217;
"2023-04-24 00:00:00";56531;37494;
"2023-04-25 00:00:00";57917;37032;
"2023-04-26 00:00:00";58571;36577;
"2023-04-27 00:00:00";63412;39522;
"2023-04-28 00:00:00";84100;46235;
"2023-04-29 00:00:00";78599;55397;
"2023-04-30 00:00:00";77898;52426;
"2023-05-01 00:00:00";76508;49024;
"2023-05-02 00:00:00";67199;40035;
"2023-05-03 00:00:00";62408;38119;
"2023-05-04 00:00:00";60073;32880;
"2023-05-05 00:00:00";83935;46617;
"2023-05-06 00:00:00";83977;56426;
"2023-05-07 00:00:00";81520;54083;
"2023-05-08 00:00:00";71090;42146;
"2023-05-09 00:00:00";70352;39688;
"2023-05-10 00:00:00";67361;38022;
"2023-05-11 00:00:00";67298;39634;
"2023-05-12 00:00:00";78735;47039;
"2023-05-13 00:00:00";77994;53076;
"2023-05-14 00:00:00";76920;50178;
"2023-05-15 00:00:00";62999;37892;
"2023-05-16 00:00:00";63143;37190;
"2023-05-17 00:00:00";65226;38187;
"2023-05-18 00:00:00";62391;41304;
"2023-05-19 00:00:00";80839;47184;
"2023-05-20 00:00:00";80393;56224;
"2023-05-21 00:00:00";77708;56224;
