"DateTime";"Final price";"Flags"
"2022-07-20 16:05:02";69,99;
"2022-09-30 03:55:02";89,99;
"2022-09-30 04:00:02";69,99;
"2022-09-30 07:00:00";;
"2022-11-22 18:13:48";41,99;
"2022-11-29 18:26:26";69,99;
"2022-12-08 18:03:18";27,99;
"2023-01-05 18:29:53";69,99;
"2023-01-21 18:03:05";27,99;
"2023-02-02 18:03:35";69,99;
"2023-03-16 17:26:28";34,99;
"2023-03-23 17:26:31";69,99;
"2023-03-30 17:04:09";20,99;
"2023-04-13 17:15:06";69,99;
"2023-05-15 17:24:19";20,99;
"2023-05-21 18:44:17";20,99;
